": Zillow is offloading homes — raising ‘red flags’ about the real-estate market","MarketWatch","Zillow 'may have leaned into home acquisition at the wrong time,' one analyst said.   ","2021-11-01 20:49:00","Business","https://www.marketwatch.com/story/zillow-pauses-home-buying-raising-red-flags-about-the-real-estate-market-11634678311?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","29365102093cb9074b08a880facbf508"
"The Ratings Game: Palantir is starting to show ‘cracks,’ analyst says in downgrade","MarketWatch","Shares of Palantir Technologies look on track to extend their slide Wednesday after RBC Capital Markets analyst Rishi Jaluria downgraded the stock, warning of cracks emerging in the story.   ","2021-11-10 13:50:00","Business","https://www.marketwatch.com/story/palantir-is-starting-to-show-cracks-analyst-says-in-downgrade-11636552230?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","55b2b96f5ae3ebb861fcc4f30f8ce944"
"Earnings Results: Coinbase stock plunges after a less volatile summer crypto market suppressed fees","MarketWatch","Coinbase Global Inc. shares hit new closing highs two days in a row heading into Tuesday's quarterly earnings report, but a summer slowdown in cryptocurrency trading sent them tumbling back down in late trading.   ","2021-11-10 13:45:00","Business","https://www.marketwatch.com/story/coinbase-stock-plunges-from-record-high-after-revenue-suffers-from-cryptos-summer-slowdown-11636492969?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0b2b4b216c1f9a65554759df9c782a3e"
"Earnings Results: Toast posts a beat in first earnings report since IPO, but stock dips","MarketWatch","Toast Inc. exceeded expectations with its latest earnings and outlook but shares of the restaurant-focused payment-technology company were falling in late trading Tuesday after its first report as a public company.   ","2021-11-10 13:44:00","Business","https://www.marketwatch.com/story/toast-posts-a-beat-in-first-earnings-report-since-ipo-but-stock-dips-11636493610?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","672feec4b25d242c3df61cf0ac2b912d"
"The Conversation: Hey Elon Musk, beating world hunger is far harder than going into space","MarketWatch","It takes more than money -- even $6 billion from the Tesla CEO -- to eliminate world hunger.   ","2021-11-10 13:42:00","Business","https://www.marketwatch.com/story/if-elon-musk-is-looking-for-a-challenge-beating-world-hunger-is-far-harder-than-going-into-space-11636495216?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3486cf1fe72ec2de6e9a6d4639b25e7e"
": You think the U.S. will get hyperinflation? There’s a better chance that interest rates will go to zero","MarketWatch","Powerful forces in the economy push down inflation. Government stimulus temporarily disrupts that long-term trend.   ","2021-11-10 14:59:00","Business","https://www.marketwatch.com/story/you-think-the-u-s-will-get-hyperinflation-theres-a-better-chance-that-interest-rates-will-go-to-zero-11636556375?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","6e1d51dcf757e552a260b2667a82430a"
"London Markets: “Love Island” producer ITV shares surge from streaming and advertising demand","MarketWatch","Shares in ITV surged on Wednesday, as the U.K. television broadcaster benefits from rising revenue from its studios division that produces shows, including 'Love Island,' as well as a rebound in advertising revenue.   ","2021-11-10 14:56:00","Business","https://www.marketwatch.com/story/love-island-producer-itv-shares-surge-from-streaming-and-advertising-demand-11636556199?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","cfdfd7739f6faf42edae6857cc9a81c0"
"Market Snapshot: Dow edges lower, and S&P 500, Nasdaq extend modest fall after October inflation jumps","MarketWatch","U.S. stocks extend a modest loss Wednesday after a reading on October consumer inflation comes in much hotter than expected.   ","2021-11-10 14:55:00","Business","https://www.marketwatch.com/story/stock-futures-fall-ahead-of-cpi-update-and-after-china-inflation-surges-11636539617?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","4a2bc48a897deb40aab678e1993e76ce"
"Economic Report: Consumer prices soar again and push U.S. rate of inflation to 31-year high","MarketWatch","The cost of living rose sharply again in October as Americans paid more for staples such as gas and groceries, pushing the rate of  inflation to a nearly 31-year high and adding financial pressure on U.S. households. The consumer price index jumped 0.9% last month.   ","2021-11-10 14:48:00","Business","https://www.marketwatch.com/story/coming-up-u-s-consumer-price-index-for-october-11636550300?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","48713437421cd06331b6a3435f6f2fe9"
": Mastercard delivers ‘strong’ growth goals as it chases $255 trillion opportunity","MarketWatch","Mastercard Inc. kicked off its investor day presentation Wednesday by delivering new growth targets for the next few years.   ","2021-11-10 14:44:00","Business","https://www.marketwatch.com/story/mastercard-stock-gains-as-investor-day-brings-strong-growth-targets-11636555482?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d603c19d977fef969c01996adbb6edee"
"Bond Report: Treasury yields higher after U.S. consumer price index rises to 31-year high","MarketWatch","Yields on U.S. government debt rise Wednesday morning, as the latest read on consumer price inflation showed a sharp rise in the cost of living.   ","2021-11-10 14:43:00","Business","https://www.marketwatch.com/story/treasury-yields-edge-up-as-investors-watch-for-u-s-consumer-inflation-report-11636546526?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","af016059a3d52280821f36b9db2824ce"
": Nvidia gets a jump on its rivals in the metaverse with the most focused and fleshed-out strategy","MarketWatch","At its flagship developer event, Nvidia CEO Jensen Huang laid out his vision for Omniverse, the company’s hybrid platform.   ","2021-11-10 14:29:00","Business","https://www.marketwatch.com/story/nvidia-gets-a-jump-on-its-rivals-in-the-metaverse-with-the-most-focused-and-fleshed-out-strategy-11636554587?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e197e918ca213b72717ecff9fc6939d8"
": The way local governments raise their money needs to change","MarketWatch","The tax structures in most municipalities are out of date, unfair and unable to keep up with the long-term needs of the communities they serve. Here's how the Government Finance Officers Association proposes to change that.   ","2021-11-10 14:20:00","Business","https://www.marketwatch.com/story/the-way-local-governments-raise-their-money-needs-to-change-11636554051?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a00457455a9ce4e45a59889b276c5f2f"
"Encore: What’s the best way to calculate Social Security’s COLA?","MarketWatch","A price index for the elderly doesn’t always yield a higher number.   ","2021-11-10 15:57:00","Business","https://www.marketwatch.com/story/social-security-a-price-index-for-the-elderly-doesnt-always-yield-a-higher-number-11636395147?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","5cd019f3af789d144e87c35f152a99dc"
": Biden to talk up his plan for congested ports in Baltimore speech","MarketWatch","President Joe Biden on Wednesday afternoon is slated to deliver a speech in Baltimore on a plan for congested ports, waterways and related facilities that his administration has rolled out after Congress passed a bipartisan infrastructure bill.   ","2021-11-10 15:53:00","Business","https://www.marketwatch.com/story/biden-to-talk-up-his-plan-for-congested-ports-in-baltimore-speech-11636559589?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0a00e0da3502e5415a2f3c08de792e40"
"Retirement Weekly: Want to jump into the ‘Great Resignation’? How to prepare.","MarketWatch","7 things consider before you go   ","2021-11-10 15:46:00","Business","https://www.marketwatch.com/story/want-to-jump-into-the-great-resignation-how-to-prepare-11636118885?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bd8bb0053b39249b7024ec011500937e"
"Robert Powell's Retirement Portfolio: 7 principles to help you create your perfect portfolio","MarketWatch","Get ready for some soul searching, says MIT's Andrew Lo.   ","2021-11-10 15:45:00","Business","https://www.marketwatch.com/story/yes-you-can-create-a-perfect-portfolio-heres-how-11636478871?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","de8dba7b971e8247cc0a33c0254b7f31"
": U.S. airlines and Amazon Air form alliance to ramp up supply of sustainable fuels","MarketWatch","The Sustainable Aviation Buyers Alliance, the group of companies that says they'll offset flight emissions by investing in the still developing environmentally-friendly aviation fuel market, said Wednesday it is expanding with an initiative meant to lower the cost and boost the supply of sustainable fuel globally.   ","2021-11-10 15:39:00","Business","https://www.marketwatch.com/story/u-s-airlines-and-amazon-air-form-alliance-to-ramp-up-supply-of-sustainable-fuels-11636558786?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","94a9ffd62b4bd305edc0fe522fa1c5b3"
"Economic Report: Consumer prices soar again, CPI shows, and push rate of inflation to 31-year high","MarketWatch","The cost of living rose sharply again in October as Americans paid more for staples such as gas and groceries, pushing the rate of  inflation to a nearly 31-year high and adding financial pressure on U.S. households. The consumer price index jumped 0.9% last month.   ","2021-11-10 15:36:00","Business","https://www.marketwatch.com/story/coming-up-u-s-consumer-price-index-for-october-11636550300?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7d6d338007096a56bc5bfe993bb51b25"
"Metals Stocks: Gold futures rally as the rate of U.S. inflation climbs to a nearly 31-year high","MarketWatch","Gold futures rally on Wednesday, as data showing the rate of inflation at its highest since November 1990 set up prices for bullion to stretch their advance to a fifth-consecutive session.   ","2021-11-10 15:34:00","Business","https://www.marketwatch.com/story/gold-futures-edge-lower-early-tuesday-jeopardize-4-session-rally-11636547979?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e21d7d2b03295c53d453142ee8b6cff0"
": Mortgage rates fall below 3% again — but rising prices mean that home buyers shouldn’t expect savings","MarketWatch","The median price of homes increased in 99% of markets nationwide during the third quarter.   ","2021-11-10 15:30:00","Business","https://www.marketwatch.com/story/mortgage-rates-fall-below-3-again-but-rising-prices-mean-that-home-buyers-shouldnt-expect-savings-11636558216?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","efed109221462156a4109ee3fc48253e"
"Coronavirus Update: WHO highlights that Europe is only region with rising COVID cases and deaths, as Russia overtakes U.S. for most fatalities in a week","MarketWatch","The World Health Organization highlighted Wednesday that Europe was the only region showing rising cases and deaths from the coronavirus-borne illness COVID-19 in the latest week, led by Russia, where low vaccine take-up is causing about 1,200 deaths a day.   ","2021-11-10 15:30:00","Business","https://www.marketwatch.com/story/who-highlights-that-europe-is-only-region-with-rising-covid-cases-and-deaths-as-russia-overtakes-u-s-for-most-fatalities-in-a-week-11636558256?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","aac4769f44c63348363ebeaa485a7faf"
"NewsWatch: From a sprint to a marathon — here’s next year’s top market themes from Goldman Sachs","MarketWatch","Analysts at Goldman Sachs put their list of the top macro and market themes it expects to dominate the landscape for 2022.   ","2021-11-10 17:00:10","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e65140b65a4d8367c12b5a3628cd2fee"
"Outside the Box: The 5 most common questions about trusts","MarketWatch","Things can get dicey when it comes to family and money   ","2021-11-10 16:58:00","Business","https://www.marketwatch.com/story/the-5-most-common-questions-about-trusts-11636563519?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","87ab7ccbffa10a089aafecda843cdc7c"
"Crypto: Is bitcoin an inflation hedge? As CPI surges to over 31-year high, crypto trades near record high","MarketWatch","The world's No. 1 crypto was climbing on Wednesday as reports on inflation throughout the globe, point to ever-escalating pricing pressures that may ultimately flummox policy makers at central banks.   ","2021-11-10 16:52:00","Business","https://www.marketwatch.com/story/is-bitcoin-an-inflation-hedge-as-cpi-surges-to-over-31-year-high-crypto-trades-near-record-high-11636563156?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3834fd562ee0137d229835666f587805"
"Retirement Weekly: What are the tax rules around inheriting an annuity?","MarketWatch","Some investment assets get a step up in basis upon the owner’s death -- but not all   ","2021-11-10 16:49:00","Business","https://www.marketwatch.com/story/what-are-the-tax-rules-around-inheriting-an-annuity-11636119887?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","6986ee98e56680b25b146d5d6daa0aa6"
": Higher inflation could be a ‘Christmas present’ to banks and insurance companies –but up to a point, deal maker says","MarketWatch","J.C. Flowers & Co. founder J. Christopher Flowers sees inflation helping the bottom lines of lenders and insurers up until an inflection point of about a 5% yield on the 10-year Treasury.   ","2021-11-10 16:48:00","Business","https://www.marketwatch.com/story/higher-inflation-could-be-a-christmas-present-to-banks-and-insurance-companies-but-up-to-a-point-deal-maker-says-11636562887?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ae91aa647dda3c4d0f9292c7f290ac5e"
": U.S. airlines and Amazon Air form alliance to ramp up sustainable fuels, but supply lacks","MarketWatch","The Sustainable Aviation Buyers Alliance, the group of companies that says they'll offset flight emissions by investing in the still developing environmentally-friendly aviation fuel market, said Wednesday it is expanding with an initiative meant to lower the cost and boost the supply of sustainable fuel globally.   ","2021-11-10 16:47:00","Business","https://www.marketwatch.com/story/u-s-airlines-and-amazon-air-form-alliance-to-ramp-up-supply-of-sustainable-fuels-11636558786?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7dc65bc1bb31d4e7021aa17708177cb0"
"The Margin: Watch: Toddler interrupts New Zealand PM Jacinda Ardern’s livestream: ‘Well, that was a bedtime fail’","MarketWatch","The struggle is real for parents working from home during the COVID-19 pandemic   ","2021-11-10 16:47:00","Business","https://www.marketwatch.com/story/watch-toddler-interrupts-new-zealand-pm-jacinda-arderns-livestream-well-that-was-a-bedtime-fail-11636562854?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a9c032a8764fb0889d9044b83383bf5d"
"The Ratings Game: Buy GE’s stock, Deutsche Bank says, as split up is an appropriate ‘end game’","MarketWatch","Shares of General Electric Co. pulled back Wednesday, even after long-time skeptic Nicole DeBlase at Deutsche Bank turned bullish, saying the industrial conglomerate's plan to break up into three separate companies marks a fitting end to a successful transformation.   ","2021-11-10 16:45:00","Business","https://www.marketwatch.com/story/buy-ges-stock-deutsche-bank-says-as-split-up-is-an-appropriate-end-game-11636562748?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","79437dd08079da8efb5e95be5b97e237"
"The Wall Street Journal: House Democrats want vaping tax in social-spending plan, sparking fears people will go back to cigarettes","MarketWatch","House Democrats are poised to vote on imposing a new federal excise tax on e-cigarettes—but without a tax increase on traditional cigarettes—leading some public-health experts to warn that the provision could push vapers back to cigarette smoking.   ","2021-11-10 16:45:00","Business","https://www.marketwatch.com/story/house-democrats-want-vaping-tax-in-social-spending-plan-sparking-fears-people-will-go-back-to-cigarettes-11636562750?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e4b512d7e9f7b54c739fbedcb5924988"
"The Moneyist: ‘My wife will receive the lion’s share’: My mother-in-law has 2 daughters, and 3 stepdaughters. What moral duty does she have to them?","MarketWatch","‘Her other biological daughter will receive quite a bit less. She has proven to be quite untrustworthy with money.'   ","2021-11-11 05:31:00","Business","https://www.marketwatch.com/story/my-wife-will-receive-the-lions-share-my-mother-in-law-has-2-daughters-and-3-stepdaughters-what-moral-duty-does-she-have-to-them-11636586979?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b36230704effc340e34b816ea351be6b"
": This holiday travel season will be a challenge — here’s how travelers can prepare themselves","MarketWatch","Airlines are struggling with staff shortages and other operational issues.   ","2021-11-11 05:08:00","Business","https://www.marketwatch.com/story/this-holiday-travel-season-will-be-a-challenge-heres-how-travelers-can-prepare-themselves-11636607315?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","16e6feb0fc9fd2ddad8112313ae574b7"
"Living With Climate Change: A ‘Made in America’ tax credit — what car buyers considering a Tesla, Rivian or other EVs need to know about Build Back Better","MarketWatch","Car buyers in the market for an electric or hybrid vehicle are attuned to the last-minute wrangling for a spending bill that proposes expanding the EV tax credit to up to $12,500, including for more expensive cars, and offers a lower income cutoff for eligible buyers than previous benefits.   ","2021-11-11 05:07:00","Business","https://www.marketwatch.com/story/a-made-in-america-tax-credit-what-car-buyers-considering-a-tesla-rivian-or-other-evs-need-to-know-about-build-back-better-11636581381?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","26d437f47b0e51d4810d7f801a20f386"
"IPO Report: Lulu’s Fashion Lounge prices IPO at $16 a share, at low end of range","MarketWatch","The online fast-fashion retailer plans to sell 5.75 million shares, raising $92 million.   ","2021-11-11 04:15:00","Business","https://www.marketwatch.com/story/lulus-fashion-lounge-prices-ipo-at-16-a-share-at-low-end-of-range-11636604134?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","af87ce2e97ce07a4a7501faa99b080e1"
": Elon Musk has sold roughly $5 billion in Tesla stock this week, and probably isn’t done","MarketWatch","Elon Musk polled his Twitter followers about whether he should sell Tesla Inc. stock, but his plans to sell were already in progress.   ","2021-11-11 03:56:00","Business","https://www.marketwatch.com/story/elon-musk-sells-tesla-stock-in-plan-set-before-twitter-poll-sec-filing-shows-11636591389?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7ba8b99187080ca9d30f50b19baaceb6"
"IPO Report: Expensify stock surges after IPO in vote of confidence for ‘rare profitable tech company’","MarketWatch","Shares of Expensify Inc. rocketed more than 50% Wednesday after the expense-management company made its public-market debut.   ","2021-11-11 02:14:00","Business","https://www.marketwatch.com/story/expensify-stock-surges-after-ipo-in-vote-of-confidence-for-rare-profitable-tech-company-11636565254?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","5ca9662c7cfb6140686fd9abb7a8d43e"
"IPO Report: Rivian Automotive stock soars in trading debut, in the largest IPO of the year","MarketWatch","Rivian Automotive Inc. goes public on Wednesday in the largest initial public offering of the year and the seventh largest U.S. IPO by offer size in nearly 30 years.   ","2021-11-11 02:12:00","Business","https://www.marketwatch.com/story/rivian-automotive-stock-soars-in-trading-debut-in-the-largest-ipo-of-the-year-11636567712?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c194d6d819b68cf00c95d4a4bd6d1152"
"Earnings Results: Affirm stock surges after company ‘expands’ Amazon relationship, delivers upbeat earnings","MarketWatch","After plunging more than 15% Wednesday, shares of Affirm Holdings Inc. made up ground -- and more -- in the extended session after the buy-now pay-later company delivered upbeat results and announced that it had expanded its relationship with Amazon.com Inc.   ","2021-11-11 01:50:00","Business","https://www.marketwatch.com/story/affirm-stock-surges-after-company-expands-amazon-relationship-delivers-upbeat-earnings-11636580311?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b482a7130b021a75f802bf464b0f3bc4"
"The Ratings Game: Poshmark shares plunge as analysts express optimism about resale but call quarterly results ‘disappointing’","MarketWatch","Poshmark said Apple privacy changes impacted results that fell short of expectations.   ","2021-11-11 01:26:00","Business","https://www.marketwatch.com/story/poshmark-shares-plunge-as-analysts-express-optimism-about-resale-but-call-quarterly-results-disappointing-11636577756?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","68047ea73bc10e7fb38fc6fc3a8175a3"
"Earnings Results: Beyond Meat shares drop 19% on poor quarter, weak outlook","MarketWatch","The company's stock was initially pummeled more than 18% in extended trading Wednesday after it reported a fiscal third-quarter net loss of $54.8 million, or 87 cents a share, compared with a net loss of $19,3 million, or 31 cents a share, in the year-ago quarter. Adjusting for one-time losses, Beyond reported a net loss of $36.8 million.   ","2021-11-11 01:22:00","Business","https://www.marketwatch.com/story/beyond-meat-shares-drop-10-on-poor-quarter-soft-guidance-11636579383?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a5f6b9e7924607e7460576a7aaad21e2"
"Metals Stocks: Gold continues to surge after inflation shock, but Citi says it may be a winter bull market at best","MarketWatch","Gold prices setting up for another strong session on Thursday, but Citibank argues the gains may not last beyond a few months.   ","2021-11-11 09:26:00","Business","https://www.marketwatch.com/story/gold-continues-to-surge-after-inflation-shock-but-citi-says-it-may-be-a-winter-bull-market-at-best-11636622791?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a18a94fe55ccbe37c58678b9dd0606fa"
"Next Avenue: ‘They promise so much.’ Are those Medicare Advantage TV ads for real?","MarketWatch","Some of what you hear on those Medicare Advantage TV ads is true, but the fine print shows that “free” isn't really “free.”   ","2021-11-11 09:00:00","Business","https://www.marketwatch.com/story/they-promise-so-much-are-those-medicare-advantage-tv-ads-for-real-11636137508?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","990b799c85cf5ddac0e50a4fb17a8289"
"The New York Post: House members who bucked their party — whether Democrat or Republican — have faced public scolding in the days since, whether from Donald Trump or New York voters","MarketWatch","Former President Donald Trump made time in a 90-minute speech to sharply rebuke the 13 House Republicans who backed the $1.2 trillion infrastructure bill passed late Friday, while progressive Democrats who voted against the bill also faced criticism, including from their constituents, notably in New York City.   ","2021-11-11 11:00:00","Business","https://www.marketwatch.com/story/house-members-who-bucked-their-party-whether-democrat-or-republican-have-faced-public-scolding-in-the-days-since-whether-from-donald-trump-or-new-york-voters-11636584564?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a15aca972be61d069511d3483d6ce883"
"The Wall Street Journal: China’s Evergrande once again sidesteps default, while sector rallies on signs of Beijing ease","MarketWatch","By midafternoon Thursday in Hong Kong, the Hang Seng Mainland Properties index  had gained 5.6%, building on a rally in the previous session.   ","2021-11-11 10:19:00","Business","https://www.marketwatch.com/story/chinas-evergrande-once-again-sidesteps-default-while-sector-rallies-on-signs-of-beijing-ease-11636625986?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","44e03618a3fea91de2986d5f6bcfcab1"
"Kelley Blue Book: New World meets old world: The 2021 Genesis G90 vs. the Bentley Flying Spur V8","MarketWatch","A relative newcomer to the luxury sedan scene, let's look at how the 2021 Genesis G90 compares with the extravagant and powerful Flying Spur V8.   ","2021-11-11 09:04:00","Business","https://www.marketwatch.com/story/new-world-meets-old-world-the-2021-genesis-g90-vs-the-bentley-flying-spur-v8-11636056095?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bb023fb0164a62fa7a07c0dfd7273884"
"The Tell: Hot inflation undercuts one of the main arguments against stocks, strategist says","MarketWatch","U.S. stocks slumped after a surprisingly hot reading on inflation in October. Consumer prices jumped 0.9%, and the core measure also accelerated.   ","2021-11-11 12:00:00","Business","https://www.marketwatch.com/story/hot-inflation-undercuts-one-of-the-main-arguments-against-stocks-strategist-says-11636632009?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","cb8f87d9d3aecb895094d2a50a770be4"
"Need to Know: The biggest investor worry shouldn’t be red-hot inflation but ice-cold demand, this strategist says. How to play that scenario.","MarketWatch","This strategist is worried less about inflation and more about demand.   ","2021-11-11 11:50:00","Business","https://www.marketwatch.com/story/the-biggest-investor-worry-shouldnt-be-red-hot-inflation-but-ice-cold-demand-this-strategist-says-how-to-play-that-scenario-11636631427?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","8c88185b0f5e96b430ecf6b6bd6c61c3"
"Brett Arends's ROI: Your diet could be hazardous to your brain, research shows","MarketWatch","What's for dinner? Think twice before you eat that processed burger or frozen pizza   ","2021-11-11 11:25:00","Business","https://www.marketwatch.com/story/your-diet-could-be-hazardous-to-your-brain-research-shows-11636568690?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","312c1718d2f6790628c692df8923e239"
"Market Snapshot: Wall Street stocks poised for a modest rebound, led by battered tech sector","MarketWatch","U.S. stock futures pointed to some gains ahead for Wall Street, led by technology stocks, which led the market south on Wednesday after bruising inflation data.   ","2021-11-11 11:16:00","Business","https://www.marketwatch.com/story/wall-street-stocks-poised-for-a-rebound-led-by-battered-tech-sector-11636629367?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","cc00d83a6df0a7b4a7f322efb13c313d"
": Online retailers told shoppers that products were out of stock 2 billion times last month","MarketWatch","Consumers encountered the most out-of-stock messages for electronics in October.   ","2021-11-11 11:01:00","Business","https://www.marketwatch.com/story/online-retailers-told-shoppers-that-products-were-out-of-stock-2-billion-times-last-month-11636583831?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7117052628c616e143902d5791761068"
": Craft beer icon Bell’s Brewery bought by global conglomerate","MarketWatch","Bell's Brewery, one of the most iconic craft brewers in the U.S., is being acquired by a unit of global beverage conglomerate Kirin Group, adding to the long list of beer-industry consolidation in recent years.   ","2021-11-11 12:59:00","Business","https://www.marketwatch.com/story/craft-beer-icon-bells-brewery-bought-by-global-conglomerate-11636587059?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0865d0d0ba837ff0c8a2cf936611150c"
"IPO Report: Brilliant Earth shines with analysts who say a digital and sustainable approach to jewelry appeals to millennials and Gen Z","MarketWatch","Brilliant Earth, which made its stock market debut in September, will report quarterly earnings on Friday for the first time as a public company.   ","2021-11-11 12:30:00","Business","https://www.marketwatch.com/story/brilliant-earth-shines-with-analysts-who-say-a-digital-and-sustainable-approach-to-jewelry-appeals-to-millennials-and-gen-z-11636568611?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0cb73ad2ca1ee8b17c2e09a46a896d59"
"BookWatch: Maybe there’d be less of a worker shortage if job interviewers treated women and people of color more fairly","MarketWatch","Bias does not stem from a few bad actors. It stems from poorly designed hiring systems.   ","2021-11-11 12:20:00","Business","https://www.marketwatch.com/story/maybe-thered-be-less-of-a-worker-shortage-if-job-interviewers-treated-women-and-people-of-color-more-fairly-11636620532?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2ff4e347863cdf29d74b0a64408fab28"
